wo_start_date,wo_finish_date,OrderNo,Order_Info,location_id,is_failure,cause_code,component_type
2021-11-19T00:00:00.000+0000,2021-11-30T00:00:00.000+0000,61145669,ZCS7: Broken blade bolts - replaced,Turbine 7,1,null,Blades No subsystem (Blades)
2021-11-19T00:00:00.000+0000,2021-12-15T00:00:00.000+0000,61146672,ZCS7: Blade Bolts,Turbine 8,1,null,null
2021-11-18T00:00:00.000+0000,2021-11-18T00:00:00.000+0000,61146672,ZCS7: Blade Bolts,Turbine 8,1,null,Blades No subsystem (Blades)
2021-11-18T00:00:00.000+0000,2021-11-18T00:00:00.000+0000,61148476,ZCS7: T097 - HS-GEN Gearbearing Temp Warning,Turbine 6,1,null,null
2021-11-29T00:00:00.000+0000,2021-11-30T00:00:00.000+0000,61148476,ZCS7: T097 - HS-GEN Gearbearing Temp Warning,Turbine 6,1,null,Transmission Cooling system
2021-12-01T00:00:00.000+0000,2021-12-05T00:00:00.000+0000,61148686,ZCS7: Grid filter fuse blown,Turbine 5,1,null,null
2021-12-02T00:00:00.000+0000,2021-12-05T00:00:00.000+0000,61148686,ZCS7: Grid filter fuse blown,Turbine 5,1,null,Converter No subsystem (Converter)
2021-11-18T00:00:00.000+0000,2021-11-18T00:00:00.000+0000,61173013,ZCS7: Gear oil pump/blower superheated - repla,Turbine 15,1,null,null
2021-11-18T00:00:00.000+0000,2021-11-18T00:00:00.000+0000,61176398,ZCS7: 4101 : Gear oil temperature warning,Turbine 19,1,null,null
2021-11-18T00:00:00.000+0000,2021-11-18T00:00:00.000+0000,61180380,ZCS7: 4102 : Gear oil temperature high,Turbine 20,1,null,null
2021-11-19T00:00:00.000+0000,2021-11-24T00:00:00.000+0000,61182161,ZCS7: Gear oil radiator - cleaned,Turbine 12,1,null,null
2021-11-19T00:00:00.000+0000,2021-11-24T00:00:00.000+0000,61182161,ZCS7: Gear oil radiator - cleaned,Turbine 12,1,null,Transmission Cooling system
2021-11-19T00:00:00.000+0000,2021-11-19T00:00:00.000+0000,61183992,"ZCS7: 15213: GrdInv: 213 Undiagnosed,DELTA2",Turbine 2,1,null,null
2021-11-19T00:00:00.000+0000,2021-11-19T00:00:00.000+0000,61183992,"ZCS7: 15213: GrdInv: 213 Undiagnosed,DELTA2",Turbine 2,1,null,Converter No subsystem (Converter)
2021-11-19T00:00:00.000+0000,2021-11-19T00:00:00.000+0000,61184737,ZCS7: Converter coolant hose - repaired,Turbine 14,1,null,null
2021-11-19T00:00:00.000+0000,2021-11-19T00:00:00.000+0000,61184737,ZCS7: Converter coolant hose - repaired,Turbine 14,1,null,Converter Cooling system
2021-11-23T00:00:00.000+0000,2021-11-24T00:00:00.000+0000,61185308,ZCS7: gear oil temp,Turbine 5,1,null,null
2021-11-24T00:00:00.000+0000,2021-11-24T00:00:00.000+0000,61185308,ZCS7: gear oil temp,Turbine 5,1,null,Transmission Cooling system
2021-11-23T00:00:00.000+0000,2021-11-23T00:00:00.000+0000,61185489,ZCS7: Gear oil radiator - cleaned,Turbine 7,1,null,null
2021-11-24T00:00:00.000+0000,2021-11-24T00:00:00.000+0000,61185489,ZCS7: Gear oil radiator - cleaned,Turbine 7,1,null,Transmission Cooling system
2021-11-24T00:00:00.000+0000,2021-11-24T00:00:00.000+0000,61186348,ZCS7: 4102 : Gear oil temperature high,Turbine 3,1,null,null
2021-11-29T00:00:00.000+0000,2021-11-29T00:00:00.000+0000,61186857,ZCS7: M-system Mark2 - exchanged,Turbine 10,1,null,null
2021-11-29T00:00:00.000+0000,2022-01-18T00:00:00.000+0000,61186857,ZCS7: M-system Mark2 - exchanged,Turbine 10,1,null,Monitoring equipment TCM system
2021-12-02T00:00:00.000+0000,2021-12-03T00:00:00.000+0000,61187882,ZCS7: Yaw converter error - repaired,Turbine 15,1,null,null
2021-12-02T00:00:00.000+0000,2021-12-02T00:00:00.000+0000,61187882,ZCS7: Yaw converter error - repaired,Turbine 15,1,null,Yaw No subsystem (Yaw)
2022-01-24T00:00:00.000+0000,2022-01-26T00:00:00.000+0000,61187909,ZCS7: Converter coolant hose - repaired,Turbine 12,1,null,null
2021-12-07T00:00:00.000+0000,2021-12-16T00:00:00.000+0000,61187909,ZCS7: Converter coolant hose - repaired,Turbine 12,1,null,Converter Cooling system
2021-12-16T00:00:00.000+0000,2021-12-16T00:00:00.000+0000,61187977,ZCS7: 15049: GrdInv: 49 D3U curr. high,Turbine 2,1,null,null
2021-12-06T00:00:00.000+0000,2021-12-06T00:00:00.000+0000,61188429,ZCS7: Hydro Level Error,Turbine 8,1,null,null
2021-12-06T00:00:00.000+0000,2021-12-06T00:00:00.000+0000,61188429,ZCS7: Hydro Level Error,Turbine 8,1,null,Hydraulics No subsystem (Hydraulics)
2021-12-07T00:00:00.000+0000,2021-12-07T00:00:00.000+0000,61189228,ZCS7: MCB - reset,Turbine 10,1,null,null
2021-12-07T00:00:00.000+0000,2021-12-07T00:00:00.000+0000,61189228,ZCS7: MCB - reset,Turbine 10,1,null,Controller No subsystem (Controler)
2021-12-08T00:00:00.000+0000,2021-12-08T00:00:00.000+0000,61190362,ZCS7: 4102 : Gear oil temperature high,Turbine 3,1,null,null
